Date,Open,High,Low,Close,Adj Close,Volume
2004-10-28T00:00:00.000,4.649571895599365,4.841601848602295,4.622673034667969,4.814454078674316,4.80265998840332,596097978
2004-10-29T00:00:00.000,4.953681945800781,4.980082988739014,4.747206211090088,4.748202800750732,4.736570358276367,849672890
2004-11-01T00:00:00.000,4.820681095123291,4.923295974731445,4.763894081115723,4.882449150085449,4.870487689971924,490828877
2004-11-02T00:00:00.000,4.9509429931640625,4.962648868560791,4.815451145172119,4.85355806350708,4.841667652130127,455553149
2004-11-03T00:00:00.000,4.935998916625977,5.02117919921875,4.750942230224609,4.773856163024902,4.762160778045654,557630330
2004-11-04T00:00:00.000,4.693408012390137,4.742225170135498,4.566633224487305,4.60025691986084,4.588987350463867,578544429
2004-11-05T00:00:00.000,4.532511234283447,4.540481090545654,4.198015213012695,4.217939853668213,4.207606315612793,796297573
2004-11-08T00:00:00.000,4.257293224334717,4.369622230529785,4.219184875488281,4.297640800476074,4.287112236022949,449349985
2004-11-09T00:00:00.000,4.336246967315674,4.363644123077393,4.116321086883545,4.201751232147217,4.191457748413086,444226854
2004-11-10T00:00:00.000,4.250816822052002,4.296894073486328,4.142722129821777,4.180829048156738,4.170587062835693,427355853
2004-11-11T00:00:00.000,4.212460994720459,4.576595783233643,4.173605918884277,4.558413982391357,4.547246932983398,601666773
2004-11-12T00:00:00.000,4.613458156585693,4.727281093597412,4.418438911437988,4.533009052276611,4.521903991699219,672354740
2004-11-15T00:00:00.000,4.494403839111328,4.6904191970825195,4.452063083648682,4.604491233825684,4.5932111740112305,477844390
2004-11-16T00:00:00.000,4.420928955078125,4.469995021820068,4.254802227020264,4.297391891479492,4.286864280700684,839832142
2004-11-17T00:00:00.000,4.209721088409424,4.420928955078125,4.209222793579102,4.296395778656006,4.28587007522583,728034662
2004-11-18T00:00:00.000,4.241352081298828,4.344216823577881,4.127778053283691,4.172859191894531,4.162636756896973,667677273
2004-11-19T00:00:00.000,4.211712837219238,4.233631134033203,4.147453784942627,4.219184875488281,4.20884895324707,352086780
2004-11-22T00:00:00.000,4.096395969390869,4.221675872802734,4.017691135406494,4.112086772918701,4.102013111114502,496582362
2004-11-23T00:00:00.000,4.183568954467773,4.254802227020264,4.146955966949463,4.172360897064209,4.162139415740967,498393124
2004-11-24T00:00:00.000,4.3541789054870605,4.413705825805664,4.296645164489746,4.35268497467041,4.342021465301514,613531078
2004-11-26T00:00:00.000,4.3785881996154785,4.483942985534668,4.36663293838501,4.468002796173096,4.457056999206543,260175560
2004-11-29T00:00:00.000,4.492162227630615,4.556670188903809,4.421177864074707,4.509347915649414,4.498301029205322,428263241
2004-11-30T00:00:00.000,4.500879764556885,4.557916164398193,4.489422798156738,4.532511234283447,4.521407604217529,309154460
2004-12-01T00:00:00.000,4.531764030456543,4.545462131500244,4.471988201141357,4.4822001457214355,4.471220016479492,315743063
2004-12-02T00:00:00.000,4.4807047843933105,4.5208048820495605,4.447081089019775,4.468252182006836,4.457305908203125,251374696
2004-12-03T00:00:00.000,4.4819512367248535,4.509596824645996,4.423419952392578,4.49315881729126,4.482151031494141,235647968
2004-12-06T00:00:00.000,4.461526870727539,4.500630855560303,4.384067058563232,4.390791893005371,4.380034923553467,251097661
2004-12-07T00:00:00.000,4.38356876373291,4.388551235198975,4.247828006744385,4.269745826721191,4.259285926818848,275866153
2004-12-08T00:00:00.000,4.242846965789795,4.325786113739014,4.202497959136963,4.233631134033203,4.223259449005127,302802741
2004-12-09T00:00:00.000,4.240355968475342,4.321302890777588,4.196022033691406,4.319559097290039,4.308977127075195,307307563
2004-12-10T00:00:00.000,4.319559097290039,4.355673789978027,4.26625919342041,4.2752251625061035,4.26475191116333,173335277
2004-12-13T00:00:00.000,4.288177013397217,4.313333034515381,4.220430850982666,4.245337009429932,4.234936714172363,193466452
2004-12-14T00:00:00.000,4.259036064147949,4.453805923461914,4.2241668701171875,4.450568199157715,4.4396653175354,445198482
2004-12-15T00:00:00.000,4.433134078979492,4.500380992889404,4.400008201599121,4.477715969085693,4.4667463302612305,460559845
